I0,I1,I2,O0,O1,O2,O3,O4,O5,O6,FX,FY,FZ,E1,E2,E3,I3,I4,I5,I6,I7,I8
8.862157,25.586984,34,-88.261242,24.656013,41.249273,96.313305,-1.683832,0,-8.583462,-0.168013,0.024445,0.354596,0.000003,0.000007,0.000006,100,124,776,101,122,715
0.512187,24.634301,34,-88.261242,24.656013,41.249273,96.313305,-1.683832,0,-8.583462,-0.168013,0.024445,0.354596,0.000003,0.000007,0.000006,104,86,778,106,90,713
-0.300215,3.946797,34,-88.261242,24.656013,41.249273,96.313305,-1.683832,0,-8.583462,-0.168013,0.024445,0.354596,0.000003,0.000007,0.000006,190,82,746,192,87,691
7.381472,13.68727,34,-87.213593,24.656358,41.241209,97.015506,-1.232375,0,-8.55053,-0.168897,0.023271,0.351293,0.000003,0.000007,0.000006,152,123,705,152,122,653
7.233308,-7.662051,34,-87.213593,24.656358,41.241209,97.015506,-1.232375,0,-8.55053,-0.168897,0.023271,0.351293,0.000003,0.000007,0.000006,242,125,788,243,125,765
6.442313,17.941289,34,-87.213593,24.656358,41.241209,97.015506,-1.232375,0,-8.55053,-0.168897,0.023271,0.351293,0.000003,0.000007,0.000006,133,122,714,133,121,665
-0.050559,10.045151,34,-87.213593,24.656358,41.241209,97.015506,-1.232375,0,-8.55053,-0.168897,0.023271,0.351293,0.000003,0.000007,0.000006,159,96,698,161,99,654
0.000822,-22.749448,34,-95,23.755994,62.309721,96.718625,2.12122,-13.824723,5.423175,-0.169886,-0.022085,0.33962,0.00004,0.000093,0.000129,210,121,656,211,122,687
-0.402328,19.932399,34,-95,23.755994,62.309721,96.718625,2.12122,-13.824723,5.423175,-0.169886,-0.022085,0.33962,0.00004,0.000093,0.000129,15,119,794,14,120,893
-18.388733,-17.290224,34,-95,23.755994,62.309721,96.718625,2.12122,-13.824723,5.423175,-0.169886,-0.022085,0.33962,0.00004,0.000093,0.000129,181,48,712,187,38,774
3.343405,12.729475,30,-91.605682,24.025074,56.013264,90.789003,-0.725171,0,-4.758947,-0.187821,-0.014826,0.332594,0.000001,0.000006,0.000004,74,149,597,75,150,565
2.129233,-9.802023,30,-91.605682,24.025074,56.013264,90.789003,-0.725171,0,-4.758947,-0.187821,-0.014826,0.332594,0.000001,0.000006,0.000004,169,144,509,171,145,523
-11.01184,-1.290214,30,-91.605682,24.025074,56.013264,90.789003,-0.725171,0,-4.758947,-0.187821,-0.014826,0.332594,0.000001,0.000006,0.000004,138,92,514,140,91,511
-3.649482,-24.836029,30,-91.605682,24.025074,56.013264,90.789003,-0.725171,0,-4.758947,-0.187821,-0.014826,0.332594,0.000001,0.000006,0.000004,241,119,565,241,118,569
6.887029,27.312716,30,-78.737279,25.10723,30.690796,102.255539,-2.328519,0,-12.117579,-0.167778,0.050009,0.343054,0.000008,0.000008,0.000006,146,139,706,145,134,540
-2.992376,24.899882,30,-78.737279,25.10723,30.690796,102.255539,-2.328519,0,-12.117579,-0.167778,0.050009,0.343054,0.000008,0.000008,0.000006,158,100,686,158,104,524
-16.732173,16.677848,30,-78.737279,25.10723,30.690796,102.255539,-2.328519,0,-12.117579,-0.167778,0.050009,0.343054,0.000008,0.000008,0.000006,191,39,823,193,56,592
-15.750862,22.728836,30,-72.978471,24.863976,36.382957,103.013257,-1.712602,0,-11.815484,-0.181577,0.026778,0.315547,0.000002,0.000003,0.000001,112,101,604,113,104,576
-10.212257,-10.235685,30,-72.978471,24.863976,36.382957,103.013257,-1.712602,0,-11.815484,-0.181577,0.026778,0.315547,0.000002,0.000003,0.000001,257,127,685,258,126,664
-18.77561,26.475542,30,-72.978471,24.863976,36.382957,103.013257,-1.712602,0,-11.815484,-0.181577,0.026778,0.315547,0.000002,0.000003,0.000001,95,88,630,95,95,605
-18.379121,-11.02995,30,-72.978471,24.863976,36.382957,103.013257,-1.712602,0,-11.815484,-0.181577,0.026778,0.315547,0.000002,0.000003,0.000001,261,89,712,263,91,679
-7.937215,16.895871,30,-87.761413,23.966151,57.392048,94.710133,-1.277801,-0.000001,-5.928391,-0.182931,-0.023281,0.315259,0,0.000004,0.000002,33,135,748,34,139,762
4.943679,-22.133944,30,-87.761413,23.966151,57.392048,94.710133,-1.277801,-0.000001,-5.928391,-0.182931,-0.023281,0.315259,0,0.000004,0.000002,206,188,626,211,197,669
-19.324009,15.278348,30,-87.761413,23.966151,57.392048,94.710133,-1.277801,-0.000001,-5.928391,-0.182931,-0.023281,0.315259,0,0.000004,0.000002,41,88,729,42,88,738
-19.693619,-28.854282,30,-87.761413,23.966151,57.392048,94.710133,-1.277801,-0.000001,-5.928391,-0.182931,-0.023281,0.315259,0,0.000004,0.000002,243,91,638,243,83,670
-4.297299,6.551924,30,-88.261484,24.126528,53.639231,92.711311,-1.063099,0,-5.763638,-0.18795,-0.011697,0.326965,0.000001,0.000005,0.000003,111,127,536,112,127,545
-0.771704,-18.923108,30,-88.261484,24.126528,53.639231,92.711311,-1.063099,0,-5.763638,-0.18795,-0.011697,0.326965,0.000001,0.000005,0.000003,218,142,556,219,143,547
-11.875419,27.554306,30,-88.261484,24.126528,53.639231,92.711311,-1.063099,0,-5.763638,-0.18795,-0.011697,0.326965,0.000001,0.000005,0.000003,8,92,432,8,96,451
-10.38997,-10.876182,30,-88.261484,24.126528,53.639231,92.711311,-1.063099,0,-5.763638,-0.18795,-0.011697,0.326965,0.000001,0.000005,0.000003,181,101,516,182,100,533
3.813819,25.028575,30,-80.321888,24.826641,37.256701,98.006594,-1.852812,-0.000004,-9.844543,-0.182325,0.030731,0.337007,0.000004,0.000006,0.000005,110,142,528,111,139,523
2.463258,2.077147,30,-80.321888,24.826641,37.256701,98.006594,-1.852812,-0.000004,-9.844543,-0.182325,0.030731,0.337007,0.000004,0.000006,0.000005,206,139,552,207,136,523
-17.336335,27.095138,30,-80.321888,24.826641,37.256701,98.006594,-1.852812,-0.000004,-9.844543,-0.182325,0.030731,0.337007,0.000004,0.000006,0.000005,100,49,604,102,61,574
-10.371358,4.199652,30,-80.321888,24.826641,37.256701,98.006594,-1.852812,-0.000004,-9.844543,-0.182325,0.030731,0.337007,0.000004,0.000006,0.000005,197,78,543,198,83,533
-9.901993,20.204256,30,-77.672602,24.55632,43.582095,99.065978,-1.166821,0,-9.602706,-0.186635,0.008241,0.315341,0.000001,0.000002,0,86,126,597,87,127,607
-7.622724,0.260201,30,-77.672602,24.55632,43.582095,99.065978,-1.166821,0,-9.602706,-0.186635,0.008241,0.315341,0.000001,0.000002,0,169,136,543,170,135,542
-19.834258,5.467107,30,-77.672602,24.55632,43.582095,99.065978,-1.166821,0,-9.602706,-0.186635,0.008241,0.315341,0.000001,0.000002,0,151,87,556,152,88,543
-15.69129,-16.050739,30,-77.672602,24.55632,43.582095,99.065978,-1.166821,0,-9.602706,-0.186635,0.008241,0.315341,0.000001,0.000002,0,246,101,636,246,100,634
0.488613,14.19204,30,-81.905238,24.744643,39.175343,96.413861,-1.376163,0,-9.494395,-0.184441,0.026219,0.338279,0.000001,0.000003,0.000004,150,123,484,151,123,511
3.595741,-10.897919,30,-81.905238,24.744643,39.175343,96.413861,-1.376163,0,-9.494395,-0.184441,0.026219,0.338279,0.000001,0.000003,0.000004,259,141,609,260,138,620
-4.101003,21.976176,30,-81.905238,24.744643,39.175343,96.413861,-1.376163,0,-9.494395,-0.184441,0.026219,0.338279,0.000001,0.000003,0.000004,115,106,506,115,108,517
-14.913586,-15.513304,30,-81.905238,24.744643,39.175343,96.413861,-1.376163,0,-9.494395,-0.184441,0.026219,0.338279,0.000001,0.000003,0.000004,284,52,734,288,57,757
7.6324,13.268762,30,-80.491501,24.409549,47.016549,97.276913,-1.280791,-0.096938,-8.424555,-0.187445,0.00036,0.316852,0,0.000002,0.000002,98,199,652,105,199,647
-7.183795,-27.083738,30,-80.491501,24.409549,47.016549,97.276913,-1.280791,-0.096938,-8.424555,-0.187445,0.00036,0.316852,0,0.000002,0.000002,285,141,744,287,138,747
-16.6906,6.595992,30,-80.491501,24.409549,47.016549,97.276913,-1.280791,-0.096938,-8.424555,-0.187445,0.00036,0.316852,0,0.000002,0.000002,134,95,544,135,95,540
-18.086472,-1.640686,30,-80.491501,24.409549,47.016549,97.276913,-1.280791,-0.096938,-8.424555,-0.187445,0.00036,0.316852,0,0.000002,0.000002,162,88,549,163,88,551
9.339354,10.495654,30,-93.286106,23.972419,57.245389,89.770395,-1.031714,0,-4.41688,-0.187622,-0.016308,0.335359,0,0.000002,0,80,168,600,84,171,579
5.680418,-23.556576,30,-93.286106,23.972419,57.245389,89.770395,-1.031714,0,-4.41688,-0.187622,-0.016308,0.335359,0,0.000002,0,231,154,560,232,157,575
-7.918658,3.961314,30,-93.286106,23.972419,57.245389,89.770395,-1.031714,0,-4.41688,-0.187622,-0.016308,0.335359,0,0.000002,0,113,98,518,114,96,512
-16.389618,-12.917773,30,-93.286106,23.972419,57.245389,89.770395,-1.031714,0,-4.41688,-0.187622,-0.016308,0.335359,0,0.000002,0,180,62,532,183,58,523
4.562283,27.40167,30,-79.116606,24.964463,34.031544,99.99162,-2.058541,0,-10.893934,-0.176837,0.039816,0.339024,0.000002,0.000002,0.000001,121,141,570,120,137,528
9.385838,12.903201,30,-79.116606,24.964463,34.031544,99.99162,-2.058541,0,-10.893934,-0.176837,0.039816,0.339024,0.000002,0.000002,0.000001,178,164,600,179,156,535
-15.772559,27.395025,30,-79.116606,24.964463,34.031544,99.99162,-2.058541,0,-10.893934,-0.176837,0.039816,0.339024,0.000002,0.000002,0.000001,119,54,629,120,66,559
-11.740935,-6.563213,30,-79.116606,24.964463,34.031544,99.99162,-2.058541,0,-10.893934,-0.176837,0.039816,0.339024,0.000002,0.000002,0.000001,272,64,767,274,73,689
-16.822905,29.846787,30,-72.675379,24.884114,35.91171,103.578015,-1.499742,0,-11.113564,-0.181139,0.027797,0.31564,0.000029,0.000073,0.000014,81,96,654,80,103,630
-19.731951,21.634601,30,-72.675379,24.884114,35.91171,103.578015,-1.499742,0,-11.113564,-0.181139,0.027797,0.31564,0.000029,0.000073,0.000014,119,84,598,120,89,575
-18.877199,-17.584505,30,-72.675379,24.884114,35.91171,103.578015,-1.499742,0,-11.113564,-0.181139,0.027797,0.31564,0.000029,0.000073,0.000014,301,87,840,302,87,822
1.656724,15.540279,31,-86.564501,24.262755,50.451515,94.397173,-0.826494,-0.000001,-6.737214,-0.18471,-0.004604,0.329116,0.000002,0.000004,0.000002,81,149,631,83,150,631
4.069016,-25.968714,31,-86.564501,24.262755,50.451515,94.397173,-0.826494,-0.000001,-6.737214,-0.18471,-0.004604,0.329116,0.000002,0.000004,0.000002,268,162,718,270,164,730
-16.746252,12.561139,31,-86.564501,24.262755,50.451515,94.397173,-0.826494,-0.000001,-6.737214,-0.18471,-0.004604,0.329116,0.000002,0.000004,0.000002,95,71,621,97,71,617
-14.131109,-6.902504,31,-86.564501,24.262755,50.451515,94.397173,-0.826494,-0.000001,-6.737214,-0.18471,-0.004604,0.329116,0.000002,0.000004,0.000002,176,81,557,178,80,564
9.878424,-0.242195,31,-95,23.658039,64.601882,98.339217,20.747609,-13.941309,6.681345,-0.166492,-0.045626,0.352311,0.000454,0.018538,0.017766,61,131,710,61,134,895
9.662163,-29.039746,31,-95,23.658039,64.601882,98.339217,20.747609,-13.941309,6.681345,-0.166492,-0.045626,0.352311,0.000454,0.018538,0.017766,187,129,584,186,133,736
-8.220899,-28.252103,31,-95,23.658039,64.601882,98.339217,20.747609,-13.941309,6.681345,-0.166492,-0.045626,0.352311,0.000454,0.018538,0.017766,181,66,611,182,50,815
-7.514714,22.439163,31,-71.175915,25.077912,31.378061,105.99989,-2.260627,-0.000025,-17.956135,-0.168511,0.04136,0.318325,0.000163,0.00011,0.000049,147,135,697,147,132,592
6.775926,18.378635,31,-71.175915,25.077912,31.378061,105.99989,-2.260627,-0.000025,-17.956135,-0.168511,0.04136,0.318325,0.000163,0.00011,0.000049,164,202,804,168,186,654
-16.259275,27.978507,31,-71.175915,25.077912,31.378061,105.99989,-2.260627,-0.000025,-17.956135,-0.168511,0.04136,0.318325,0.000163,0.00011,0.000049,123,104,725,122,108,614
-19.02787,8.528158,31,-71.175915,25.077912,31.378061,105.99989,-2.260627,-0.000025,-17.956135,-0.168511,0.04136,0.318325,0.000163,0.00011,0.000049,205,88,758,205,92,625
-3.670725,27.053078,31,-75.465629,24.850291,36.703175,102.346389,-1.909644,0,-11.624649,-0.178004,0.027594,0.322861,0.000002,0.000003,0.000002,95,141,657,97,139,620
-2.958044,5.038236,31,-75.465629,24.850291,36.703175,102.346389,-1.909644,0,-11.624649,-0.178004,0.027594,0.322861,0.000002,0.000003,0.000002,187,145,611,189,142,585
-8.117633,20.999562,31,-75.465629,24.850291,36.703175,102.346389,-1.909644,0,-11.624649,-0.178004,0.027594,0.322861,0.000002,0.000003,0.000002,124,124,597,125,123,587
-16.664082,-15.037444,31,-75.465629,24.850291,36.703175,102.346389,-1.909644,0,-11.624649,-0.178004,0.027594,0.322861,0.000002,0.000003,0.000002,287,83,833,289,85,823
-1.629086,-5.496267,31,-94.247077,23.665152,64.43543,94.549695,-1.068474,-0.040129,-4.528438,-0.17182,-0.036756,0.317621,0.000001,0.000004,0.000001,110,156,641,111,163,739
1.859218,-26.067498,31,-94.247077,23.665152,64.43543,94.549695,-1.068474,-0.040129,-4.528438,-0.17182,-0.036756,0.317621,0.000001,0.000004,0.000001,193,171,637,196,182,729
-18.166423,-19.870241,31,-94.247077,23.665152,64.43543,94.549695,-1.068474,-0.040129,-4.528438,-0.17182,-0.036756,0.317621,0.000001,0.000004,0.000001,168,95,587,168,91,687
2.468983,11.992295,31,-86.719382,24.034806,55.785526,96.117735,-0.878419,0,-6.581618,-0.179634,-0.020275,0.31596,0.000001,0.000007,0.000004,62,179,746,67,185,785
-0.144274,-17.78328,31,-86.719382,24.034806,55.785526,96.117735,-0.878419,0,-6.581618,-0.179634,-0.020275,0.31596,0.000001,0.000007,0.000004,193,168,625,196,173,661
-16.8616,6.103599,31,-86.719382,24.034806,55.785526,96.117735,-0.878419,0,-6.581618,-0.179634,-0.020275,0.31596,0.000001,0.000007,0.000004,94,101,633,95,100,655
-17.78796,-14.697833,31,-86.719382,24.034806,55.785526,96.117735,-0.878419,0,-6.581618,-0.179634,-0.020275,0.31596,0.000001,0.000007,0.000004,180,95,582,181,93,622
-5.134797,19.766282,31,-72.79252,24.895925,35.635344,104.552597,-1.594167,0,-12.148255,-0.176374,0.028614,0.316653,0.000006,0.00001,0.000006,130,146,642,131,142,595
-0.970797,0.268047,31,-72.79252,24.895925,35.635344,104.552597,-1.594167,0,-12.148255,-0.176374,0.028614,0.316653,0.000006,0.00001,0.000006,211,169,660,214,163,640
-19.257178,22.771453,31,-72.79252,24.895925,35.635344,104.552597,-1.594167,0,-12.148255,-0.176374,0.028614,0.316653,0.000006,0.00001,0.000006,118,90,646,118,94,602
-19.318875,-9.845968,31,-72.79252,24.895925,35.635344,104.552597,-1.594167,0,-12.148255,-0.176374,0.028614,0.316653,0.000006,0.00001,0.000006,262,85,773,263,87,733
8.957164,9.374657,31,-95,23.973787,57.213377,91.554584,1.210642,-13.82061,5.028074,-0.184619,-0.004422,0.353576,0,0.000002,0.000001,111,130,563,112,130,583
9.190279,-22.691996,31,-95,23.973787,57.213377,91.554584,1.210642,-13.82061,5.028074,-0.184619,-0.004422,0.353576,0,0.000002,0.000001,252,131,656,252,133,662
-2.028342,1.835615,31,-95,23.973787,57.213377,91.554584,1.210642,-13.82061,5.028074,-0.184619,-0.004422,0.353576,0,0.000002,0.000001,145,85,549,147,85,563
-13.633188,-5.383165,31,-95,23.973787,57.213377,91.554584,1.210642,-13.82061,5.028074,-0.184619,-0.004422,0.353576,0,0.000002,0.000001,168,35,635,176,33,643
8.243578,17.044361,31,-95,23.941128,57.977585,92.161195,7.779402,-15.192648,6.598997,-0.184287,-0.006508,0.354993,0.000252,0.001445,0.001797,70,125,656,71,124,653
9.945878,-8.2985,31,-95,23.941128,57.977585,92.161195,7.779402,-15.192648,6.598997,-0.184287,-0.006508,0.354993,0.000252,0.001445,0.001797,179,132,565,180,132,555
-15.662451,12.334921,31,-95,23.941128,57.977585,92.161195,7.779402,-15.192648,6.598997,-0.184287,-0.006508,0.354993,0.000252,0.001445,0.001797,86,19,740,96,18,739
-15.434583,-16.426851,31,-95,23.941128,57.977585,92.161195,7.779402,-15.192648,6.598997,-0.184287,-0.006508,0.354993,0.000252,0.001445,0.001797,212,18,714,222,13,764
-9.192557,12.231814,31,-89.772182,23.879568,59.418107,95.348784,-1.01993,0,-5.603567,-0.176856,-0.027567,0.31655,0.000001,0.000002,0.000001,46,130,756,47,132,792
1.412177,-14.616258,31,-89.772182,23.879568,59.418107,95.348784,-1.01993,0,-5.603567,-0.176856,-0.027567,0.31655,0.000001,0.000002,0.000001,162,171,614,166,178,661
-18.290284,-21.966625,31,-89.772182,23.879568,59.418107,95.348784,-1.01993,0,-5.603567,-0.176856,-0.027567,0.31655,0.000001,0.000002,0.000001,198,95,611,199,90,622
2.20488,-19.045203,31,-91.110712,23.821574,60.775146,95.09172,-0.951595,0,-4.831246,-0.175801,-0.030054,0.317406,0.000001,0.000004,0.000002,176,175,622,180,183,670
-18.056861,-0.216895,31,-91.110712,23.821574,60.775146,95.09172,-0.951595,0,-4.831246,-0.175801,-0.030054,0.317406,0.000001,0.000004,0.000002,101,97,632,102,94,683
-13.215547,-22.194471,31,-91.110712,23.821574,60.775146,95.09172,-0.951595,0,-4.831246,-0.175801,-0.030054,0.317406,0.000001,0.000004,0.000002,194,113,604,194,111,622
7.403479,17.010919,31,-75.063466,24.725836,39.61543,102.213089,-1.533708,0,-11.033625,-0.180302,0.018023,0.315818,0.000001,0.000001,0.000001,117,205,711,124,197,680
-8.634415,4.012565,31,-75.063466,24.725836,39.61543,102.213089,-1.533708,0,-11.033625,-0.180302,0.018023,0.315818,0.000001,0.000001,0.000001,172,139,588,173,137,583
-19.16043,17.782519,31,-75.063466,24.725836,39.61543,102.213089,-1.533708,0,-11.033625,-0.180302,0.018023,0.315818,0.000001,0.000001,0.000001,118,90,628,119,93,600
-18.433194,-16.62898,31,-75.063466,24.725836,39.61543,102.213089,-1.533708,0,-11.033625,-0.180302,0.018023,0.315818,0.000001,0.000001,0.000001,272,90,789,273,90,771
9.111722,4.217326,31,-95,23.965283,57.412376,91.915709,2.919658,-15.713194,6.50869,-0.184575,-0.00324,0.354607,0.000003,0.000018,0.000023,138,128,562,138,128,559
7.662054,-21.135717,31,-95,23.965283,57.412376,91.915709,2.919658,-15.713194,6.50869,-0.184575,-0.00324,0.354607,0.000003,0.000018,0.000023,246,122,639,247,124,636
7.159927,8.90613,31,-95,23.965283,57.412376,91.915709,2.919658,-15.713194,6.50869,-0.184575,-0.00324,0.354607,0.000003,0.000018,0.000023,116,121,556,117,121,574
-15.815447,-19.44062,31,-95,23.965283,57.412376,91.915709,2.919658,-15.713194,6.50869,-0.184575,-0.00324,0.354607,0.000003,0.000018,0.000023,235,19,750,244,15,784
7.239405,18.594502,31,-93.251583,24.111749,53.985063,90.018615,-1.323711,0,-4.659742,-0.184988,-0.007387,0.343655,0.000002,0.000021,0.000013,60,144,640,61,144,648
5.513535,-22.696122,31,-93.251583,24.111749,53.985063,90.018615,-1.323711,0,-4.659742,-0.184988,-0.007387,0.343655,0.000002,0.000021,0.000013,245,136,606,246,138,629
-13.911483,17.843817,31,-93.251583,24.111749,53.985063,90.018615,-1.323711,0,-4.659742,-0.184988,-0.007387,0.343655,0.000002,0.000021,0.000013,61,49,701,66,49,691
-7.650737,-29.79037,31,-93.251583,24.111749,53.985063,90.018615,-1.323711,0,-4.659742,-0.184988,-0.007387,0.343655,0.000002,0.000021,0.000013,282,78,730,284,73,743
0.703719,29.386455,31,-73.766512,24.821542,37.375914,103.428018,-1.358507,-0.000952,-11.838863,-0.178361,0.023936,0.31623,0.000001,0.000002,0.000001,75,175,727,78,169,690
-15.35325,8.802593,31,-73.766512,24.821542,37.375914,103.428018,-1.358507,-0.000952,-11.838863,-0.178361,0.023936,0.31623,0.000001,0.000002,0.000001,162,107,599,163,108,583
-18.258539,16.652422,31,-73.766512,24.821542,37.375914,103.428018,-1.358507,-0.000952,-11.838863,-0.178361,0.023936,0.31623,0.000001,0.000002,0.000001,136,93,611,136,96,597
-19.273021,-22.759697,31,-73.766512,24.821542,37.375914,103.428018,-1.358507,-0.000952,-11.838863,-0.178361,0.023936,0.31623,0.000001,0.000002,0.000001,313,88,362,313,84,332
4.40491,-5.40589,34,-92.652984,24.007813,56.417155,94.515225,-1.464377,0,-5.484847,-0.171373,-0.017237,0.334595,0.000001,0.000006,0.000003,147,146,646,148,149,680
9.115943,-18.146358,34,-92.652984,24.007813,56.417155,94.515225,-1.464377,0,-5.484847,-0.171373,-0.017237,0.334595,0.000001,0.000006,0.000003,198,168,691,201,173,725
-15.646677,13.008418,34,-92.652984,24.007813,56.417155,94.515225,-1.464377,0,-5.484847,-0.171373,-0.017237,0.334595,0.000001,0.000006,0.000003,61,67,810,64,64,836
-8.93952,-23.251623,34,-92.652984,24.007813,56.417155,94.515225,-1.464377,0,-5.484847,-0.171373,-0.017237,0.334595,0.000001,0.000006,0.000003,223,96,702,224,92,740
-12.601213,15.253396,34,-79.55958,24.47239,45.546061,102.057704,-1.79098,0,-9.701936,-0.171552,0.002757,0.317678,0.000004,0.000007,0.000005,99,115,782,100,116,750
-8.189983,-14.839365,34,-79.55958,24.47239,45.546061,102.057704,-1.79098,0,-9.701936,-0.171552,0.002757,0.317678,0.000004,0.000007,0.000005,228,136,791,229,135,791
-19.301105,14.1434,34,-79.55958,24.47239,45.546061,102.057704,-1.79098,0,-9.701936,-0.171552,0.002757,0.317678,0.000004,0.000007,0.000005,104,88,781,105,90,754
-18.305041,-10.048608,34,-79.55958,24.47239,45.546061,102.057704,-1.79098,0,-9.701936,-0.171552,0.002757,0.317678,0.000004,0.000007,0.000005,206,91,749,207,91,744
-18.305041,-10.048608,34,-79.55958,24.47239,45.546061,102.057704,-1.79098,0,-9.701936,-0.171552,0.002757,0.317678,0.000004,0.000007,0.000005,0,0,749,0,0,744
-12.601213,15.253396,34,-79.55958,24.47239,45.546061,102.057704,-1.79098,0,-9.701936,-0.171552,0.002757,0.317678,0.000004,0.000007,0.000005,320,240,782,320,240,750
