,a1,a2,a3,h1,h2,h3,f1,f2,f3,x1,x2,x3
0,-0.269726,0.047362,0.319155,-0.267094,0.054222,0.28068899999999997,-0.282144,0.036064,0.307625,5e-06,7.000000000000001e-06,6e-06
1,-0.203067,-0.027974000000000002,0.33161999999999997,-0.190671,-0.019219999999999998,0.291987,-0.19597799999999999,-0.043538,0.326599,0.001505,0.007304000000000001,0.006056000000000001
2,-0.248112,0.07521900000000001,0.334812,-0.262457,0.078954,0.262955,-0.25332,0.084771,0.32953499999999997,2.8000000000000003e-05,0.00028399999999999996,0.00037799999999999997
3,-0.196669,-0.024391999999999997,0.33382399999999995,-0.189529,-0.022705,0.287684,-0.190918,-0.050586,0.330411,0.0021420000000000002,0.012798,0.010464
4,-0.25703899999999996,-0.042127,0.325886,-0.224144,-0.019171,0.27631100000000003,-0.242279,-0.091126,0.302639,0.015022,0.039505,0.018831
5,-0.21229800000000001,-0.018816,0.334065,-0.196856,-0.009301,0.301975,-0.205154,-0.027096,0.345091,0.002333,0.007997,0.008223000000000001
6,-0.215709,0.019727,0.330826,-0.21322399999999997,0.045182,0.319132,-0.208013,0.017509,0.345921,0.0,6e-06,6e-06
7,-0.245608,0.073382,0.336131,-0.261211,0.080799,0.26206399999999996,-0.251224,0.085886,0.319286,5.6000000000000006e-05,0.000333,0.000458
8,-0.186977,-0.025164,0.33169,-0.194467,-0.012155,0.29736999999999997,-0.18874200000000002,-0.042022000000000004,0.314023,0.0,1e-06,1e-06
9,-0.172835,-0.036147000000000006,0.331664,-0.190355,-0.022994999999999998,0.287049,-0.17465,-0.059713999999999996,0.33576100000000003,0.001338,0.019928,0.016048
10,-0.27153,-0.043615,0.321875,-0.216617,-0.02238,0.276181,-0.26662399999999997,-0.06519,0.301677,0.01494,0.026251999999999998,0.015604
11,-0.27468899999999996,-0.040246,0.321382,-0.23032199999999997,-0.013893,0.279373,-0.273918,-0.050832,0.29591100000000004,0.011720999999999999,0.017721999999999998,0.010882
12,-0.268414,0.050195,0.31708600000000003,-0.26153899999999997,0.04618,0.281231,-0.281408,0.037659,0.306587,1e-06,1e-06,0.0
13,-0.266474,0.053863999999999995,0.317062,-0.27206199999999997,0.061349,0.26962800000000003,-0.281408,0.037659,0.306587,1e-06,1e-06,0.0
14,-0.179635,-0.038185000000000004,0.330152,-0.19223800000000002,-0.020123,0.290435,-0.17973499999999998,-0.055337,0.332516,0.0015630000000000002,0.015916,0.012847999999999998
15,-0.274793,-0.037551,0.32136,-0.23045,-0.015733,0.276912,-0.267317,-0.06934,0.34665799999999997,0.024249,0.043335000000000005,0.035851999999999995
16,-0.261729,0.057227999999999994,0.324637,-0.268047,0.068343,0.28421,-0.27474,0.057955999999999994,0.333523,3e-06,3e-06,4e-06
17,-0.178316,0.014559,0.330457,-0.18787,0.022997,0.299419,-0.19559200000000002,0.009641,0.312567,1e-06,4e-06,2e-06
18,-0.197955,-0.031915,0.329948,-0.190872,-0.017215,0.294579,-0.186621,-0.040785,0.341998,0.001801,0.011931,0.011079
19,-0.192796,-0.031824,0.33121799999999996,-0.195702,-0.017082,0.29339,-0.183185,-0.044327,0.35527600000000004,0.002495,0.019679,0.019355
20,-0.24855300000000002,0.064412,0.33689,-0.266527,0.083267,0.271783,-0.23854699999999998,0.083209,0.358775,7.000000000000001e-06,2e-05,3.3e-05
21,-0.190923,-0.005253,0.328007,-0.187616,0.004416,0.312612,-0.19560999999999998,-0.020891,0.32910700000000004,5e-06,8.2e-05,3.2e-05
22,-0.190603,-0.007755,0.327544,-0.193455,0.009861,0.316669,-0.19560999999999998,-0.020891,0.32910700000000004,5e-06,8.2e-05,3.2e-05
23,-0.268334,-0.015119999999999998,0.323625,-0.24263800000000002,-0.001442,0.286283,-0.275385,-0.021417,0.34324899999999997,0.015064,0.018727,0.019922
24,-0.23144800000000001,-0.021803,0.32913000000000003,-0.227981,-0.016896,0.277027,-0.24736100000000003,-0.07543899999999999,0.332039,0.016723,0.038083,0.027879
25,-0.177286,-0.018006,0.328061,-0.19563699999999998,0.0016120000000000002,0.306084,-0.18855,-0.032777999999999995,0.314064,0.0,4e-06,2e-06
26,-0.198262,0.010713,0.331196,-0.195374,0.037015,0.325117,-0.19714600000000002,0.015122,0.351917,2e-06,6e-06,5e-06
27,-0.197942,0.013237,0.331851,-0.198796,0.041829000000000005,0.332158,-0.19714600000000002,0.015122,0.351917,2e-06,6e-06,5e-06
28,-0.173744,-0.011316,0.32760100000000003,-0.184347,-0.004242,0.300877,-0.18671,-0.025706,0.314705,1e-06,6e-06,2e-06
29,-0.173156,-0.013503,0.327092,-0.192435,0.006078,0.307106,-0.18671,-0.025706,0.314705,1e-06,6e-06,2e-06
30,-0.2753,0.046902,0.333549,-0.234316,0.05149,0.329764,-0.26824000000000003,0.041947000000000005,0.360608,0.004182,0.00321,0.006368
31,-0.196454,-0.009395,0.333251,-0.189392,0.001508,0.31399,-0.190555,-0.022303,0.335547,0.0,2e-06,2e-06
32,-0.265027,0.033299,0.322913,-0.247491,0.044160000000000005,0.312098,-0.271122,0.036701,0.335025,6e-06,8e-06,7.000000000000001e-06
33,-0.25675,0.065189,0.323998,-0.26193299999999997,0.06851,0.2685,-0.26306399999999996,0.050751,0.312171,1e-06,2e-06,2e-06
34,-0.275393,-0.035672,0.320932,-0.222858,-0.019618,0.276573,-0.252206,-0.06926399999999999,0.323817,0.015482,0.032256,0.023042
35,-0.190898,-0.020997,0.335056,-0.19074100000000002,-0.005294,0.307633,-0.184892,-0.035085000000000005,0.339719,0.001103,0.007592,0.007183
36,-0.16933499999999999,0.031667,0.334014,-0.184659,0.048815,0.30241,-0.180954,0.039313,0.323252,1.1e-05,1.3000000000000001e-05,1e-05
37,-0.168131,0.033615,0.333915,-0.181196,0.044745,0.301705,-0.180954,0.039313,0.323252,1.1e-05,1.3000000000000001e-05,1e-05
38,-0.278371,-0.029776,0.321261,-0.22611599999999998,-0.01739,0.277611,-0.26339,-0.053797000000000005,0.33570900000000004,0.017374,0.029581,0.024784
39,-0.189915,-0.0046630000000000005,0.328871,-0.185246,0.017851,0.31799099999999997,-0.193501,-0.010228000000000001,0.33705300000000005,0.0,4e-06,3e-06
40,-0.245794,-0.002392,0.327324,-0.244206,0.003788,0.291147,-0.27546,-0.018234,0.355705,0.017672,0.021543,0.02515
41,-0.208127,-0.011163,0.336307,-0.189905,0.004497999999999999,0.31669899999999995,-0.191163,-0.020677,0.343246,0.000508,0.002475,0.002616
42,-0.17733800000000002,-0.005132,0.33010900000000004,-0.19131900000000002,0.012652,0.30209,-0.190458,-0.011758,0.313658,1e-06,6e-06,3e-06
43,-0.176637,-0.0035479999999999995,0.32812199999999997,-0.190038,0.014062,0.30087600000000003,-0.190458,-0.011758,0.313658,1e-06,6e-06,3e-06
44,-0.24961,0.06021,0.333978,-0.255575,0.072186,0.287234,-0.23976599999999998,0.06882,0.352161,7.000000000000001e-06,2.7000000000000002e-05,6.1e-05
45,-0.186598,-0.024118999999999998,0.33528800000000003,-0.185755,-0.017833,0.29499000000000003,-0.176647,-0.040059,0.338072,0.000808,0.009101,0.008272
46,-0.23453800000000002,-0.024576,0.330766,-0.214919,-0.022512,0.27700199999999997,-0.247029,-0.058055999999999996,0.318385,0.010601000000000001,0.022039,0.016038999999999998
47,-0.235461,0.06405,0.335825,-0.244842,0.071802,0.27486900000000003,-0.236724,0.070984,0.318254,1e-06,1e-06,3e-06
48,-0.233087,0.06685,0.336118,-0.243204,0.070515,0.274665,-0.236724,0.070984,0.318254,1e-06,1e-06,3e-06
49,-0.173207,-0.004902,0.32866300000000004,-0.18091500000000002,0.008011,0.30249899999999996,-0.185797,-0.015686000000000002,0.318002,4e-06,2.1e-05,1.2e-05
50,-0.169759,-0.023824,0.33793,-0.18798499999999999,-0.020066,0.291709,-0.16463,-0.052657,0.33581300000000003,0.000176,0.015269,0.012748
51,-0.255203,-0.04808,0.326937,-0.212648,-0.023615,0.276582,-0.231386,-0.074114,0.30495500000000003,0.008729,0.024304,0.014718
52,-0.170553,-0.026968000000000002,0.337188,-0.189324,-0.018118000000000002,0.29388600000000004,-0.16463,-0.052657,0.33581300000000003,0.000176,0.015269,0.012748
53,-0.173029,-5.1e-05,0.330271,-0.180496,0.012164,0.300293,-0.186858,-0.003592,0.314424,1e-06,2e-06,2e-06
54,-0.259808,-0.047080000000000004,0.323295,-0.197231,-0.029552999999999996,0.274307,-0.233264,-0.072157,0.304556,0.008643000000000001,0.023181,0.014129
55,-0.25488099999999997,0.055335,0.332163,-0.250103,0.071412,0.299746,-0.24533899999999997,0.061127,0.359087,2e-06,4e-06,4e-06
56,-0.252846,0.05857999999999999,0.33253499999999997,-0.251618,0.07115199999999999,0.303289,-0.24533899999999997,0.061127,0.359087,2e-06,4e-06,4e-06
57,-0.167365,-0.008351,0.329705,-0.174913,0.002127,0.303577,-0.176842,-0.019398,0.32105500000000003,1e-06,5e-06,3e-06
58,-0.265739,0.035356,0.316539,-0.25159899999999996,0.042968,0.293952,-0.262367,0.017627,0.311452,3e-06,6e-06,4e-06
59,-0.176225,-0.012198,0.336723,-0.16855,0.005313,0.31508400000000003,-0.172773,-0.010916,0.34874099999999997,0.0,2e-06,2e-06
60,-0.22719099999999998,0.06229,0.338188,-0.240123,0.07334,0.275804,-0.228969,0.07926799999999999,0.326642,0.0,2e-06,2e-06
61,-0.160474,-0.012990999999999999,0.33061199999999996,-0.16631700000000002,-0.00627,0.298813,-0.157755,-0.029525,0.323065,5e-06,1.8e-05,9e-06
62,-0.217939,-0.019906,0.32797600000000005,-0.24328000000000002,-0.000368,0.287225,-0.246173,-0.040221,0.359984,0.014369999999999999,0.027355,0.028458999999999998
63,-0.255187,-0.051334000000000005,0.32268,-0.192607,-0.030964,0.273654,-0.21728899999999998,-0.07565,0.30795300000000003,0.006735,0.023831,0.014647
64,-0.165203,-0.001557,0.330939,-0.165942,0.007834,0.299286,-0.164604,-0.010859,0.321332,1e-06,3e-06,2e-06
65,-0.165132,0.000517,0.330952,-0.16708399999999998,0.005457,0.298865,-0.164604,-0.010859,0.321332,1e-06,3e-06,2e-06
66,-0.160073,-0.027077999999999998,0.33838,-0.162553,-0.011786,0.303476,-0.15291400000000002,-0.03808,0.333938,0.00035800000000000003,0.0058460000000000005,0.005219
67,-0.259959,0.046445,0.320416,-0.24082800000000001,0.039553,0.302172,-0.25153000000000003,0.023857,0.319267,1e-06,3e-06,3e-06
68,-0.153558,-0.028872000000000002,0.33834899999999996,-0.165714,-0.010404,0.299392,-0.151437,-0.0378,0.321955,0.0,1e-06,1e-06
69,-0.15248399999999998,-0.030539999999999998,0.338624,-0.183702,-0.013536000000000001,0.300684,-0.142347,-0.047241000000000005,0.351112,0.0023510000000000002,0.019497,0.018344
70,-0.254885,0.054336,0.321295,-0.242186,0.040523,0.283972,-0.247592,0.027697000000000003,0.301509,0.0,3e-06,2e-06
71,-0.221543,-0.049763999999999996,0.326653,-0.204281,-0.027174,0.275225,-0.213621,-0.079388,0.313449,0.007238,0.028006,0.017626
72,-0.252205,-0.05316,0.324225,-0.195143,-0.029547000000000004,0.275107,-0.228361,-0.064303,0.30559899999999995,0.00618,0.017086,0.010916
73,-0.156228,0.041333,0.329523,-0.174532,0.051909000000000004,0.29527800000000004,-0.147956,0.043328,0.340719,9e-06,7.000000000000001e-06,3e-06
74,-0.24295799999999998,0.062372000000000004,0.326872,-0.25244,0.061795,0.279192,-0.244515,0.044429,0.325259,0.0,2e-06,1e-06
75,-0.16513,0.016453,0.331889,-0.172416,0.036625,0.303316,-0.162724,0.000773,0.322167,8.4e-05,0.000162,8.8e-05
76,-0.250355,0.057083,0.327934,-0.25391199999999997,0.06276799999999999,0.27652899999999997,-0.244515,0.044429,0.325259,0.0,2e-06,1e-06
77,-0.16483399999999998,0.018103,0.332045,-0.17028900000000002,0.029460000000000004,0.303724,-0.162188,0.002188,0.319669,2e-06,4e-06,2e-06
78,-0.255592,0.050911,0.31961300000000004,-0.248627,0.045772,0.279301,-0.248824,0.022917,0.301247,0.0,1e-06,1e-06
79,-0.168605,0.031891,0.33229699999999995,-0.17989000000000002,0.048184,0.303607,-0.157637,0.026897000000000004,0.340804,3e-06,4e-06,2e-06
80,-0.273003,0.019171,0.330829,-0.233529,0.01323,0.306211,-0.255262,-0.002332,0.328854,0.00045599999999999997,0.000597,0.000661
81,-0.274306,0.015406,0.33114699999999997,-0.232727,0.012212,0.305544,-0.255262,-0.002332,0.328854,0.00045599999999999997,0.000597,0.000661
82,-0.16633599999999998,0.029182999999999997,0.334187,-0.17649700000000001,0.046317000000000004,0.30151,-0.157637,0.026897000000000004,0.340804,3e-06,4e-06,2e-06
83,-0.25648000000000004,0.039974,0.318969,-0.238794,0.040389,0.292223,-0.252117,0.008784,0.306102,2e-06,8e-06,5e-06
84,-0.161892,-0.024497,0.340484,-0.162201,-0.009548000000000001,0.303001,-0.15432200000000001,-0.031807,0.333083,0.000102,0.001888,0.001739
85,-0.15296099999999999,-0.028524,0.340854,-0.162614,-0.015696,0.300125,-0.145946,-0.041812,0.340046,0.001149,0.011162,0.010131999999999999
86,-0.251106,0.046761000000000004,0.322285,-0.23173600000000003,0.033378,0.288308,-0.240152,0.020465,0.30341,1e-06,1e-05,8e-06
87,-0.221913,-0.026699,0.33013000000000003,-0.216187,-0.021682,0.27760799999999997,-0.22202600000000003,-0.063331,0.34364,0.009859999999999999,0.030121,0.025122
88,-0.165299,0.014721000000000001,0.331882,-0.169639,0.036529,0.299898,-0.159404,0.001332,0.320261,1e-06,2e-06,1e-06
89,-0.16469,0.016697,0.331807,-0.165323,0.026807,0.300056,-0.159404,0.001332,0.320261,1e-06,2e-06,1e-06
90,-0.250514,0.045337,0.328994,-0.225696,0.049691,0.325866,-0.238002,0.037493,0.354797,1e-06,3e-06,3e-06
91,-0.161461,-0.024844,0.33969099999999997,-0.160351,-0.010249,0.303631,-0.152699,-0.030029000000000004,0.340163,0.000288,0.0044469999999999996,0.00433
92,-0.162022,-0.012594,0.332676,-0.162108,-0.003602,0.301146,-0.157781,-0.019946000000000002,0.337138,0.0,2e-06,0.0
93,-0.148887,-0.030661,0.339592,-0.156246,-0.018373,0.296494,-0.136455,-0.043901,0.334858,0.001952,0.010643000000000001,0.00919
94,-0.16461099999999998,0.003572,0.33185,-0.16484300000000002,0.018473,0.301976,-0.156119,-0.009966,0.322369,1e-06,2e-06,2e-06
95,-0.164415,0.005606,0.331447,-0.167331,0.018647,0.307717,-0.158762,-0.000413,0.344842,7.000000000000001e-06,1.9e-05,1.2e-05
96,-0.151622,-0.029012,0.340672,-0.156606,-0.015179,0.299091,-0.144029,-0.036705,0.33236,0.000563,0.00474,0.004217
97,-0.150571,-0.030612,0.341016,-0.15851700000000002,-0.013702,0.299335,-0.144029,-0.036705,0.33236,0.000563,0.00474,0.004217
98,-0.250644,0.007107,0.317929,-0.236612,0.010345,0.299475,-0.23434899999999997,-0.013531,0.312077,1e-06,2e-06,2e-06
99,-0.15503499999999998,-0.027986,0.33831700000000003,-0.158949,-0.013311000000000002,0.30204200000000003,-0.146785,-0.034029000000000004,0.341129,0.000743,0.007291,0.006967
100,-0.253598,0.021591,0.321809,-0.21718600000000002,0.015578999999999999,0.312944,-0.237467,0.00337,0.332005,2e-06,5e-06,3e-06
101,-0.163426,-0.000915,0.331009,-0.16532,0.005502,0.300653,-0.154056,-0.018431,0.323898,1e-06,3e-06,1e-06
102,-0.16304100000000002,-0.002873,0.331121,-0.162518,0.0041670000000000006,0.297987,-0.154056,-0.018431,0.323898,1e-06,3e-06,1e-06
103,-0.219284,0.041927,0.330436,-0.221498,0.049658,0.28934299999999996,-0.225304,0.039017,0.306249,2e-06,5e-06,4e-06
104,-0.186271,0.042869,0.334611,-0.197786,0.055682,0.29673499999999997,-0.207828,0.06496,0.313496,2e-06,2e-06,3e-06
105,-0.237567,0.046327999999999994,0.32500100000000004,-0.22836599999999999,0.043545,0.288013,-0.23208,0.018411,0.30480799999999997,1e-06,5e-06,4e-06
106,-0.16791199999999998,-0.018594,0.342503,-0.15908,-0.00202,0.307823,-0.156921,-0.011228,0.352682,5.9999999999999995e-05,0.001547,0.001829
107,-0.223149,-0.05159299999999999,0.327377,-0.181847,-0.031247000000000004,0.276319,-0.199311,-0.064453,0.316855,0.0033810000000000003,0.016850999999999998,0.01168
108,-0.221865,-0.054605999999999995,0.324964,-0.182375,-0.031125999999999997,0.276391,-0.199311,-0.064453,0.316855,0.0033810000000000003,0.016850999999999998,0.01168
109,-0.221865,-0.054605999999999995,0.324964,-0.190807,-0.026666000000000002,0.281379,-0.199311,-0.064453,0.316855,0.0033810000000000003,0.016850999999999998,0.01168
110,-0.242617,0.019029,0.318153,-0.22035500000000002,0.019594,0.299748,-0.226109,-0.005767,0.306077,0.0,3e-06,2e-06
111,-0.241875,0.022282,0.31804699999999997,-0.211925,0.009704,0.299528,-0.226109,-0.005767,0.306077,0.0,3e-06,2e-06
112,-0.241875,0.022282,0.31804699999999997,-0.22291100000000003,0.02077,0.29791599999999996,-0.226109,-0.005767,0.306077,0.0,3e-06,2e-06
113,-0.23669099999999998,-0.00039,0.319498,-0.21250100000000002,-0.006881999999999999,0.29722800000000005,-0.225253,-0.023183000000000002,0.318281,0.0,1e-06,1e-06
114,-0.166069,0.023323,0.333202,-0.17921600000000001,0.046087,0.305338,-0.15401600000000001,0.015168000000000001,0.33928800000000003,3e-06,5e-06,4e-06
115,-0.254484,-0.029810000000000003,0.32524000000000003,-0.215889,-0.013937999999999999,0.28889499999999996,-0.212732,-0.05175,0.347695,0.006906999999999999,0.023449,0.021266
116,-0.232773,-0.03138,0.327938,-0.196749,-0.021748,0.28648,-0.21703499999999998,-0.04343,0.32071,0.002604,0.007725,0.00617
117,-0.150463,-0.029671,0.339028,-0.164733,-0.015071000000000001,0.300831,-0.134893,-0.04205,0.349711,0.002973,0.01644,0.01574
118,-0.15095799999999998,0.042579,0.326755,-0.173336,0.053288999999999996,0.293112,-0.14005,0.037714,0.332997,0.001161,0.000651,0.001417
119,-0.226546,-0.020221,0.330545,-0.219398,-0.012328,0.289055,-0.21483200000000002,-0.046616000000000005,0.362767,0.008531,0.027009,0.027429000000000002
120,-0.238654,0.010303,0.321703,-0.205357,0.0011480000000000001,0.306064,-0.22136399999999998,-0.010316,0.324944,1e-06,3e-06,2e-06
121,-0.229554,0.017703999999999998,0.321459,-0.210821,0.017888,0.29799499999999995,-0.219271,-0.0020510000000000003,0.307532,0.0,4e-06,2e-06
122,-0.22778,0.020644,0.32136,-0.22226100000000001,0.028041000000000003,0.296588,-0.219271,-0.0020510000000000003,0.307532,0.0,4e-06,2e-06
123,-0.22778,0.020643,0.32136,-0.21257600000000001,0.015235,0.29896300000000003,-0.21909499999999998,-0.005850999999999999,0.307569,0.0,2e-06,2e-06
124,-0.204306,-0.036568,0.329597,-0.18545899999999998,-0.025635,0.284132,-0.20113499999999998,-0.052528,0.311388,0.001517,0.006726,0.004765
125,-0.20291900000000002,-0.039146,0.330041,-0.185355,-0.026383999999999998,0.283082,-0.20113499999999998,-0.052528,0.311388,0.001517,0.006726,0.004765
126,-0.20176,0.028475999999999998,0.330239,-0.20955500000000002,0.039761000000000005,0.293661,-0.21466799999999997,0.027721,0.30851,1e-06,2e-06,2e-06
127,-0.200156,-0.034177,0.330283,-0.20659499999999997,-0.020524,0.284514,-0.193254,-0.06357,0.348521,0.004869,0.028924000000000002,0.024738999999999997
128,-0.22982199999999997,-0.01305,0.333369,-0.197758,0.007697,0.317387,-0.21572800000000003,-0.0034049999999999996,0.35186100000000003,0.000991,0.002298,0.002884
129,-0.230375,-0.009861,0.333912,-0.20164200000000002,0.00848,0.317207,-0.21572800000000003,-0.0034049999999999996,0.35186100000000003,0.000991,0.002298,0.002884
130,-0.216731,-0.025761000000000003,0.331532,-0.202005,-0.013401,0.295743,-0.204765,-0.041339999999999995,0.341334,0.0036270000000000004,0.013748,0.0127
131,-0.201148,0.028275,0.333706,-0.22197600000000003,0.054855999999999995,0.295969,-0.206898,0.037526,0.338771,1e-06,4e-06,4e-06
132,-0.194437,0.031066000000000003,0.334373,-0.217427,0.052639,0.294236,-0.202967,0.043982,0.334402,1e-06,2e-06,1e-06
133,-0.1899,0.032743,0.335029,-0.21088200000000001,0.049793000000000004,0.29578899999999997,-0.202967,0.043982,0.334402,1e-06,2e-06,1e-06
134,-0.22647899999999999,0.014934999999999999,0.323831,-0.19959000000000002,0.006044,0.30772,-0.21469699999999997,-0.009656999999999999,0.32404499999999997,0.0,1e-06,0.0
135,-0.22704899999999997,0.011845999999999999,0.32260300000000003,-0.202442,0.010784,0.311284,-0.21469699999999997,-0.009656999999999999,0.32404499999999997,0.0,1e-06,0.0
136,-0.20495700000000003,-0.014661000000000002,0.333465,-0.19606300000000002,-0.016040000000000002,0.294534,-0.200982,-0.036269,0.346697,0.003204,0.012929,0.012695999999999999
137,-0.204361,-0.017256999999999998,0.334377,-0.199081,-0.012988999999999999,0.29730300000000004,-0.200982,-0.036269,0.346697,0.003204,0.012929,0.012695999999999999
138,-0.194423,0.012582,0.32869,-0.207835,0.028823,0.297125,-0.206463,0.00817,0.310255,3e-06,1.4000000000000001e-05,9e-06
139,-0.209711,0.019656,0.32874000000000003,-0.20950300000000002,0.042608,0.309723,-0.207958,0.017921,0.34457,0.0,4e-06,3e-06
